iata_code,name,iso_country,iso_region,municipality,type,lat,lon
TAR,"Taranto-Grottaglie ""Marcello Arlotta"" Airport",IT,IT-75,Grottaglie,medium,17.4032,40.5175
TAS,Tashkent International Airport,UZ,UZ-TO,Tashkent,large,69.2812,41.2579
TAT,Poprad-Tatry Airport,SK,SK-KI,Poprad,medium,20.2411,49.0736
TAU,Tauramena Airport,CO,CO-CAS,Tauramena,small,-72.7424,5.0128
TAV,Tau Airport,AS,AS-U-A,Tau Village,small,-169.511,-14.2292
TAW,Tacuarembo Airport,UY,UY-TA,Tacuarembo,small,-55.9258,-31.749
TAX,Taliabu Island Airport,ID,ID-MU,Tikong-Taliabu Island,small,124.559,-1.6426
TAY,Tartu Airport,EE,EE-7B,Tartu,medium,26.6904,58.3075
TAZ,Daşoguz Airport,TM,TM-D,DaÅoguz,medium,59.8267,41.7611
TBA,Tabibuga Airport,PG,PG-JI,Tabibuga,closed,144.6508,-5.5766
TBB,Dong Tac Airport,VN,VN-49,Tuy Hoa,medium,109.334,13.0496
TBC,Tuba City Airport,US,US-AZ,Tuba City,small,-111.383,36.0928
TBE,Timbunke Airport,PG,PG-ESW,Timbunke,small,143.5192,-4.1966
TBF,Tabiteuea North Airport,KI,KI-G,,medium,174.776,-1.2245
TBG,Tabubil Airport,PG,PG-WPD,Tabubil,small,141.226,-5.2786
TBH,Tugdan Airport,PH,PH-ROM,Tablas Island,medium,122.085,12.311
TBI,New Bight Airport,BS,BS-CI,Cat Island,medium,-75.4523,24.3153
TBJ,Tabarka 7 Novembre Airport,TN,TN-32,Tabarka,medium,8.8769,36.98
TBK,Timber Creek Airport,AU,AU-NT,,small,130.445,-15.62
TBL,Tableland Homestead Airport,AU,AU-WA,,small,126.9,-17.2833
TBM,Tumbang Samba Airport,ID,ID-KT,Tumbang Samba-Borneo Island,small,113.0833,-1.4694
TBN,Waynesville-St. Robert Regional Forney field,US,US-MO,Fort Leonard Wood,medium,-92.1407,37.7416
TBO,Tabora Airport,TZ,TZ-24,Tabora,small,32.8333,-5.0764
TBP,Capitan FAP Pedro Canga Rodriguez Airport,PE,PE-TUM,Tumbes,medium,-80.3814,-3.5525
TBQ,Tarabo Airport,PG,PG-EHG,Tarabo,small,145.5322,-6.4667
TBR,Statesboro Bulloch County Airport,US,US-GA,Statesboro,small,-81.7369,32.4827
TBS,Tbilisi International Airport,GE,GE-TB,Tbilisi,large,44.9547,41.6692
TBT,Tabatinga Airport,BR,BR-AM,Tabatinga,medium,-69.9358,-4.2557
TBU,Fua'amotu International Airport,TO,TO-04,Nuku'alofa,medium,-175.15,-21.2412
TBV,Tabal Airstrip,MH,MH-AUR,Tabal Island,small,171.1615,8.3027
TBW,Donskoye Airport,RU,RU-TAM,Tambov,medium,41.4828,52.8061
TBY,Tshabong Airport,BW,BW-KG,Tshabong,small,22.4,-26.0333
TBZ,Tabriz International Airport,IR,IR-01,Tabriz,large,46.235,38.1339
TCA,Tennant Creek Airport,AU,AU-NT,Tennant Creek,medium,134.183,-19.6344
TCB,Treasure Cay Airport,BS,BS-MH,Treasure Cay,medium,-77.3913,26.7453
TCC,Tucumcari Municipal Airport,US,US-NM,Tucumcari,medium,-103.603,35.1828
TCD,Tarapacá Airport,CO,CO-AMA,TarapacÃ¡,small,-69.7472,-2.8947
TCE,Tulcea Airport,RO,RO-TL,Tulcea,medium,28.7143,45.0625
TCG,Tacheng Airport,CN,CN-65,Tacheng,small,83.3408,46.6725
TCH,Tchibanga Airport,GA,GA-5,Tchibanga,small,11.017,-2.85
TCJ,Torembi Airport,PG,PG-ESW,Torembi,small,143.1329,-4.0165
TCK,Tinboli Airport,PG,PG-ESW,Tinboli,small,143.3838,-4.0949
TCL,Tuscaloosa Regional Airport,US,US-AL,Tuscaloosa,medium,-87.6114,33.2206
TCM,McChord Air Force Base,US,US-WA,Tacoma,large,-122.476,47.1377
TCN,Tehuacan Airport,MX,MX-PUE,,small,-97.4199,18.4972
TCO,La Florida Airport,CO,CO-NAR,Tumaco,medium,-78.7492,1.8144
TCP,Taba International Airport,EG,EG-SIN,Taba,medium,34.7781,29.5878
TCQ,Coronel FAP Carlos Ciriani Santa Rosa International Airport,PE,PE-TAC,Tacna,medium,-70.2758,-18.0533
TCR,Tuticorin Airport,IN,IN-TN,Thoothukudi,small,78.0258,8.7242
TCS,Truth Or Consequences Municipal Airport,US,US-NM,Truth Or Consequences,medium,-107.272,33.2369
TCT,Takotna Airport,US,US-AK,Takotna,small,-156.029,62.9932
TCU,Thaba Nchu Tar Airport,ZA,ZA-FS,Homeward,small,26.8228,-29.3178
TCW,Tocumwal Airport,AU,AU-NSW,,small,145.608,-35.8117
TCX,Tabas Airport,IR,IR-25,Tabas,medium,56.8927,33.6678
TCY,Terrace Bay Airport,,NA-KU,Terrace Bay,small,13.0249,-19.9713
TCZ,Tengchong Tuofeng Airport,CN,CN-53,Tengchong,medium,98.4858,24.9381
TDA,Trinidad Airport,CO,CO-CAS,Trinidad,small,-71.6625,5.4328
TDB,Tetebedi Airport,PG,PG-NPP,Tetebedi,small,148.0686,-9.1586
TDD,Teniente Av. Jorge Henrich Arauz Airport,BO,BO-B,Trinidad,medium,-64.918,-14.8187
TDG,Tandag Airport,PH,PH-SUR,,medium,126.171,9.0721
TDJ,Tadjoura Airport,DJ,DJ-TA,Tadjoura,small,42.917,11.783
TDK,Taldykorgan Airport,KZ,KZ-ALM,Taldy Kurgan,medium,78.447,45.1262
TDL,Héroes De Malvinas Airport,AR,AR-B,Tandil,medium,-59.2279,-37.2374
TDN,Theda Station Airport,AU,AU-WA,Theda Station,small,126.496,-14.7881
TDO,Ed Carlson Memorial Field South Lewis County Airport,US,US-WA,Toledo,small,-122.806,46.4772
TDP,Trompeteros Airport,PE,PE-LOR,Corrientes,small,-75.0393,-3.806
TDR,Theodore Airport,AU,AU-QLD,,small,150.093,-24.9933
TDS,Sasereme Airport,PG,PG-WPD,Sasereme,small,142.868,-7.6217
TDT,Tanda Tula Airport,ZA,ZA-NP,Welverdiend,small,31.3,-24.5336
TDV,Samangoky Airport,MG,MG-U,Tanandava,small,43.733,-21.7
TDW,Tradewind Airport,US,US-TX,Amarillo,small,-101.826,35.1699
TDX,Trat Airport,TH,TH-23,,medium,102.319,12.2746
TDZ,Toledo Executive Airport,US,US-OH,Toledo,small,-83.4823,41.5649
TEA,Tela Airport,HN,HN-AT,Tela,medium,-87.4758,15.7759
TEB,Teterboro Airport,US,US-NJ,Teterboro,medium,-74.0608,40.8501
TEC,Telêmaco Borba Airport,BR,BR-PR,TelÃªmaco Borba,medium,-50.6516,-24.3178
TED,Thisted Airport,DK,DK-81,Thisted,medium,8.7052,57.0688
TEE,Cheikh Larbi Tébessi Airport,DZ,DZ-12,TÃ©bessi,medium,8.1207,35.4316
TEF,Telfer Airport,AU,AU-WA,,medium,122.229,-21.715
TEG,Tenkodogo Airport,BF,BF-BLG,Tenkodogo,small,-0.367,11.8
TEI,Tezu Airport,IN,IN-AR,Tezu,small,96.1344,27.9412
TEK,Tatitlek Airport,US,US-AK,Tatitlek,small,-146.6903,60.8714
TEL,Telupid Airport,MY,MY-12,Telupid,small,117.126,5.6286
TEM,Temora Airport,AU,AU-NSW,,medium,147.512,-34.4214
TEN,Tongren Fenghuang Airport,CN,CN-52,,small,109.3089,27.8833
TEO,Terapo Airport,PG,PG-GPK,Terapo Mission,small,146.1944,-8.1697
TEP,Tep Tep Airport,PG,PG-MPM,Teptep,small,146.5595,-5.9553
TEQ,Tekirdağ Çorlu Airport,TR,TR-59,Ãorlu,medium,27.9191,41.1382
TER,Lajes Airport,PT,PT-20,Praia da VitÃ³ria,large,-27.0908,38.7618
TES,Tessenei Airport,ER,ER-GB,Tessenei,small,36.6817,15.1043
TET,Chingozi Airport,MZ,MZ-T,Tete,medium,33.6402,-16.1048
TEU,Manapouri Airport,NZ,NZ-STL,,medium,167.65,-45.5331
TEV,Teruel Airport,ES,ES-AR,Teruel,medium,-1.2183,40.403
TEX,Telluride Regional Airport,US,US-CO,Telluride,small,-107.908,37.9538
TEY,Þingeyri Airport,IS,IS-4,Ãingeyri,small,-23.56,65.8703
TEZ,Tezpur Airport,IN,IN-AS,,medium,92.7847,26.7091
TFB,Tifalmin Airport,PG,PG-SAN,Tifalmin,small,141.419,-5.1173
TFF,Tefé Airport,BR,BR-AM,TefÃ©,medium,-64.7241,-3.3829
TFI,Tufi Airport,PG,PG-NPP,Tufi,small,149.3198,-9.076
TFL,Juscelino Kubitscheck Airport,BR,BR-MG,TeÃ³filo Otoni,small,-41.5136,-17.8923
TFM,Telefomin Airport,PG,PG-WPD,Telefomin,small,141.6419,-5.1261
TFN,Tenerife Norte Airport,ES,ES-CN,Tenerife Island,large,-16.3415,28.4827
TFS,Tenerife South Airport,ES,ES-CN,Tenerife Island,large,-16.5725,28.0445
TFT,Taftan Airport,PK,PK-BA,Taftan,small,61.5954,28.9642
TFY,Tarfaya Airport,MA,MA-LAA,Tarfaya,small,-12.9166,27.9487
TGA,Tengah Air Base,SG,SG-03,,medium,103.709,1.3873
TGC,Tanjung Manis Airport,MY,MY-13,Tanjung Manis,small,111.202,2.1778
TGD,Podgorica Airport,ME,ME-16,Podgorica,large,19.2519,42.3594
TGE,Sharpe Field,US,US-AL,Tuskegee,small,-85.7756,32.4919
TGG,Sultan Mahmud Airport,MY,MY-11,Kuala Terengganu,medium,103.103,5.3826
TGH,Tongoa Airport,VU,VU-SEE,Tongoa Island,small,168.551,-16.8911
TGI,Tingo Maria Airport,PE,PE-HUC,Tingo Maria,small,-75.95,-9.133
TGJ,Tiga Airport,NC,NC-U-A,Tiga,medium,167.804,-21.0961
TGK,Taganrog Yuzhny Airport,RU,RU-ROS,Taganrog,medium,38.8492,47.1983
TGL,Tagula Airport,PG,PG-MBA,Sudest Island,small,153.2029,-11.3311
TGM,Transilvania Târgu Mureş International Airport,RO,RO-MS,TÃ¢rgu MureÅ,medium,24.4125,46.4677
TGN,Latrobe Valley Airport,AU,AU-VIC,Morwell,medium,146.47,-38.2072
TGO,Tongliao Airport,CN,CN-15,Tongliao,medium,122.2,43.5567
TGP,Podkamennaya Tunguska Airport,RU,RU-KYA,Bor,medium,89.994,61.5897
TGQ,Tangará da Serra Airport,BR,BR-MT,TangarÃ¡ Da Serra,small,-57.4435,-14.662
TGR,Touggourt Sidi Madhi Airport,DZ,DZ-30,Touggourt,medium,6.0887,33.0678
TGS,Chokwé Airport,MZ,MZ-G,ChokwÃ©,small,32.9653,-24.5206
TGT,Tanga Airport,TZ,TZ-25,Tanga,medium,39.0712,-5.0924
TGU,Toncontín International Airport,HN,HN-FM,Tegucigalpa,medium,-87.2172,14.0609
TGV,Bukhovtsi Airfield,BG,BG-25,Targovishte,small,26.7009,43.3066
TGZ,Angel Albino Corzo International Airport,MX,MX-CHP,Tuxtla GutiÃ©rrez,medium,-93.0225,16.5636
THA,Tullahoma Regional Arpt/Wm Northern Field,US,US-TN,Tullahoma,small,-86.2464,35.3801
THB,Thaba-Tseka Airport,LS,LS-K,Thaba-Tseka,small,28.6158,-29.5228
THC,Tchien Airport,LR,LR-GG,Tchien,small,-8.1387,6.0457
THD,Tho Xuan Airport,VN,VN-21,Thanh HÃ³a,small,105.4678,19.9017
THE,Senador Petrônio Portela Airport,BR,BR-PI,Teresina,medium,-42.8235,-5.0599
THF,Berlin Tempelhof International Airport,DE,DE-BE,Berlin,closed,13.4039,52.473
THG,Thangool Airport,AU,AU-QLD,Biloela,medium,150.576,-24.4939
THH,Taharoa Aerodrome,NZ,NZ-WKO,Taharoa,small,174.708,-38.1811
THI,Tichitt Airport,MR,MR-09,Tichitt,small,-9.517,18.45
THK,Thakhek Airport,LA,LA-KH,Thakhek,small,104.8,17.4
THL,Tachileik Airport,MM,MM-17,Tachileik,medium,99.9354,20.4838
THM,Thompson Falls Airport,US,US-MT,Thompson Falls,small,-115.281,47.5735
THN,Trollhättan-Vänersborg Airport,SE,SE-Q,TrollhÃ¤ttan,medium,12.345,58.3181
THO,Thorshofn Airport,IS,IS-6,Thorshofn,small,-15.3356,66.2185
THP,Hot Springs County Airport,US,US-WY,Thermopolis,small,-108.3897,43.7136
THQ,Tianshui Maijishan Airport,CN,CN-62,Tianshui,medium,105.86,34.5594
THR,Mehrabad International Airport,IR,IR-07,Tehran,large,51.3134,35.6892
THS,Sukhothai Airport,TH,TH-64,,medium,99.8182,17.238
THT,Tamchakett Airport,MR,MR-02,Tamchakett,small,-10.817,17.233
THU,Thule Air Base,GL,GL-U-A,Thule,medium,-68.7032,76.5312
THV,York Airport,US,US-PA,York,small,-76.873,39.917
THW,Trincomalee Harbor Waterdrome,LK,LK-5,Trincomalee,seaplane_base,81.22,8.56
THX,Turukhansk Airport,RU,RU-KYA,Turukhansk,small,87.9353,65.7972
THY,Thohoyandou Airport,ZA,ZA-NP,Thohoyandou,small,30.3836,-23.0769
THZ,Tahoua Airport,NE,NE-5,Tahoua,medium,5.2654,14.8757
TIA,Tirana International Airport Mother Teresa,AL,AL-11,Tirana,large,19.7206,41.4147
TIB,Tibú Airport,CO,CO-NSA,TibÃº,small,-72.7304,8.6315
TIC,Tinak Airport,MH,MH-ARN,Arno Atoll,small,171.917,7.1333
TID,Bou Chekif Airport,DZ,DZ-14,Tiaret,medium,1.4632,35.3411
TIE,Tippi Airport,ET,ET-GA,Tippi,small,35.415,7.2024
TIF,Ta’if Regional Airport,SA,SA-02,Taâif,medium,40.5434,21.483
TIG,Tingwon Airport,PG,PG-NIK,Tingwon Island,closed,149.7107,-2.6053
TIH,Tikehau Airport,PF,PF-U-A,,medium,-148.231,-15.1196
TII,Tarin Kowt Airport,AF,AF-ORU,Tarin Kowt,small,65.8658,32.6042
TIJ,General Abelardo L. Rodríguez International Airport,MX,MX-BCN,Tijuana,large,-116.97,32.5411
TIK,Tinker Air Force Base,US,US-OK,Oklahoma City,large,-97.3866,35.4147
TIL,Cheadle Airport,CA,CA-AB,Cheadle,small,-113.624,51.0575
TIM,Moses Kilangin Airport,ID,ID-PA,Timika-Papua Island,medium,136.887,-4.5283
TIN,Tindouf Airport,DZ,DZ-37,Tindouf,medium,-8.1671,27.7004
TIO,Tilin Airport,MM,MM-03,Tilin,small,94.1,21.7
TIP,Tripoli International Airport,LY,LY-TB,Tripoli,large,13.159,32.6635
TIQ,Tinian International Airport,MP,MP-U-A,Tinian Island,medium,145.619,14.9992
TIR,Tirupati Airport,IN,IN-AP,Tirupati,small,79.5433,13.6325
TIU,Timaru Airport,NZ,NZ-CAN,,medium,171.225,-44.3028
TIV,Tivat Airport,ME,ME-19,Tivat,medium,18.7233,42.4047
TIW,Tacoma Narrows Airport,US,US-WA,Tacoma,medium,-122.578,47.2679
TIX,Space Coast Regional Airport,US,US-FL,Titusville,medium,-80.7992,28.5148
TIY,Tidjikja Airport,MR,MR-09,Tidjikja,small,-11.4235,18.5701
TIZ,Tari Airport,PG,PG-HE,Tari,small,142.948,-5.845
TJA,Capitan Oriel Lea Plaza Airport,BO,BO-T,Tarija,medium,-64.7013,-21.5557
TJB,Sei Bati Airport,ID,ID-RI,Tanjung Balai-Karinmunbesar Island,small,103.3931,1.0527
TJC,Ticantiki Airport,PA,PA-KY,Ticantiqui,small,-78.4896,9.4185
TJG,Warukin Airport,ID,ID-KS,Tanta-Tabalong-Borneo Island,medium,115.436,-2.2166
TJH,Konotori Tajima Airport,JP,JP-28,Toyooka,medium,134.787,35.5128
TJI,Trujillo Airport,HN,HN-CL,Trujillo,medium,-85.9382,15.9268
TJK,Tokat Airport,TR,TR-60,Tokat,medium,36.3674,40.3074
TJL,Plínio Alarcom Airport,BR,BR-MS,TrÃªs Lagoas,small,-51.6842,-20.7542
TJM,Roshchino International Airport,RU,RU-TYU,Tyumen,medium,65.3243,57.1896
TJN,Takume Airport,PF,PF-U-A,Takume,small,-142.268,-15.8547
TJQ,H.AS. Hanandjoeddin International Airport,ID,ID-BB,Tanjung Pandan-Belitung Island,small,107.755,-2.7457
TJS,Tanjung Harapan Airport,ID,ID-KU,Tanjung Selor-Borneo Island,small,117.3736,2.8358
TJU,Kulob Airport,TJ,TJ-KT,Kulyab,medium,69.805,37.9881
TJV,Tanjore Air Force Base,IN,IN-TN,Thanjavur,small,79.1016,10.7224
TKA,Talkeetna Airport,US,US-AK,Talkeetna,medium,-150.094,62.3205
TKB,Tekadu Airport,PG,PG-MPL,Tekadu,small,146.5503,-7.6808
TKC,Tiko Airport,CM,CM-SW,Tiko,medium,9.3605,4.0892
TKD,Takoradi Airport,GH,GH-WP,Sekondi-Takoradi,medium,-1.7748,4.8961
TKE,Tenakee Seaplane Base,US,US-AK,Tenakee Springs,seaplane_base,-135.218,57.7797
TKF,Truckee Tahoe Airport,US,US-CA,Truckee,medium,-120.14,39.32
TKG,Radin Inten II (Branti) Airport,ID,ID-LA,Bandar Lampung-Sumatra Island,medium,105.1756,-5.2406
TKH,Takhli Airport,TH,TH-60,,medium,100.296,15.2773
TKI,Tokeen Seaplane Base,US,US-AK,Tokeen,seaplane_base,-133.327,55.9371
TKJ,Tok Junction Airport,US,US-AK,Tok,small,-142.954,63.3295
TKK,Chuuk International Airport,FM,FM-TRK,Weno Island,medium,151.843,7.4619
TKL,Taku Lodge Seaplane Base,US,US-AK,Taku Lodge,seaplane_base,-133.943,58.4897
TKM,El Petén Airport,GT,GT-PE,Tikal,small,-89.605,17.2264
TKN,Tokunoshima Airport,JP,JP-46,Tokunoshima,medium,128.881,27.8364
TKO,Tlokoeng Airport,LS,LS-J,Tlokoeng,small,28.883,-29.233
TKP,Takapoto Airport,PF,PF-U-A,,medium,-145.246,-14.7095
TKQ,Kigoma Airport,TZ,TZ-08,Kigoma,small,29.6709,-4.8862
TKR,Thakurgaon Airport,BD,BD-5,Thakurgaon,small,88.4036,26.0164
TKS,Tokushima Airport/JMSDF Air Base,JP,JP-36,Tokushima,medium,134.607,34.1328
TKT,Tak Airport,TH,TH-63,,medium,99.2533,16.896
TKU,Turku Airport,FI,FI-LS,Turku,medium,22.2628,60.5141
TKV,Tatakoto Airport,PF,PF-U-A,Tatakoto,small,-138.445,-17.3553
TKW,Tekin Airport,PG,PG-SAN,Tekin,small,142.1652,-5.2437
TKX,Takaroa Airport,PF,PF-U-A,,medium,-145.025,-14.4558
TKY,Turkey Creek Airport,AU,AU-WA,Turkey Creek,small,128.206,-17.0408
TKZ,Tokoroa Airfield,NZ,NZ-WKO,Tokoroa,small,175.892,-38.2367
TLA,Teller Airport,US,US-AK,Teller,small,-166.339,65.2404
TLB,Tarbela Dam Airport,PK,PK-NW,Tarbela,small,72.6114,33.9861
TLC,Licenciado Adolfo Lopez Mateos International Airport,MX,MX-MEX,Toluca,medium,-99.566,19.3371
TLD,Limpopo Valley Airport,BW,BW-CE,Tuli Lodge,small,29.1269,-22.1892
TLE,Toliara Airport,MG,MG-U,,medium,43.7285,-23.3834
TLF,Telida Airport,US,US-AK,Telida,small,-153.269,63.3939
TLG,Tulaghi Heliport,SB,SB-CE,Tulaghi Island,heliport,160.1492,-9.108
TLH,Tallahassee Regional Airport,US,US-FL,Tallahassee,large,-84.3503,30.3965
TLI,Sultan Bantilan Airport,ID,ID-ST,Toli Toli-Celebes Island,small,120.7937,1.1234
TLJ,Tatalina LRRS Airport,US,US-AK,Takotna,medium,-155.977,62.8944
TLK,Talakan Airport,RU,RU-SA,Talakan Oil Field,small,111.0444,59.8764
TLL,Lennart Meri Tallinn Airport,EE,EE-37,Tallinn,large,24.8328,59.4133
TLM,Zenata – Messali El Hadj Airport,DZ,DZ-13,Tlemcen,medium,-1.45,35.0167
TLN,Toulon-Hyères Airport,FR,FR-PAC,Toulon/HyÃ¨res/Le Palyvestre,medium,6.146,43.0973
TLO,Tol Airport,PG,PG-EBR,Tol,small,152.01,-4.9808
TLP,Tumolbil Airport,PG,PG-SAN,Tumolbil,small,141.0133,-4.7748
TLQ,Turpan Jiaohe Airport,CN,CN-65,Turpan,medium,89.0987,43.0308
TLR,Mefford Field,US,US-CA,Tulare,small,-119.326,36.1563
TLS,Toulouse-Blagnac Airport,FR,FR-OCC,Toulouse/Blagnac,large,1.3638,43.6291
TLT,Tuluksak Airport,US,US-AK,Tuluksak,small,-160.969,61.0968
TLU,Golfo de Morrosquillo Airport,CO,CO-SUC,TolÃº,small,-75.5854,9.5094
TLV,Ben Gurion International Airport,IL,IL-M,Tel Aviv,large,34.8867,32.0114
TLW,Talasea Airport,PG,PG-WBK,Talasea,small,150.0089,-5.2726
TLX,Panguilemo Airport,CL,CL-ML,Talca,medium,-71.6017,-35.3778
TLY,Plastun Airport,RU,RU-PRI,Plastun,small,136.292,44.815
TLZ,Catalão Airport,BR,BR-GO,CatalÃ£o,small,-47.8997,-18.2168
TMA,Henry Tift Myers Airport,US,US-GA,Tifton,small,-83.4885,31.429
TMB,Miami Executive Airport,US,US-FL,Miami,medium,-80.4328,25.6479
TMC,Tambolaka Airport,ID,ID-NT,Waikabubak-Sumba Island,small,119.244,-9.4097
TMD,Timbedra Airport,MR,MR-01,Timbedra,small,-8.167,16.233
TME,Gustavo Vargas Airport,CO,CO-ARA,Tame,medium,-71.7603,6.4511
TMF,Thimarafushi Airport,MV,MV-08,Thimarafushi,small,73.1533,2.211
TMG,Tomanggong Airport,MY,MY-12,Tomanggong,small,118.6576,5.4026
TMH,Tanah Merah Airport,ID,ID-PA,Tanah Merah-Papua Island,small,140.298,-6.0992
TMI,Tumling Tar Airport,NP,NP-KO,Tumling Tar,small,87.1933,27.315
TMJ,Termez Airport,UZ,UZ-SU,Termez,medium,67.31,37.2867
TML,Tamale Airport,GH,GH-NP,Tamale,medium,-0.8632,9.5572
TMM,Toamasina Airport,MG,MG-A,,medium,49.3925,-18.1095
TMN,Tamana Island Airport,KI,KI-G,Tamana Island,small,175.97,-2.4858
TMO,Tumeremo Airport,VE,VE-F,,medium,-61.5289,7.2494
TMP,Tampere-Pirkkala Airport,FI,FI-LS,Tampere / Pirkkala,medium,23.6044,61.4141
TMQ,Tambao Airport,BF,BF-OUD,Tambao,small,0.05,14.8
TMR,Aguenar – Hadj Bey Akhamok Airport,DZ,DZ-11,Tamanrasset,medium,5.4511,22.8115
TMS,São Tomé International Airport,ST,ST-S,SÃ£o TomÃ©,medium,6.7122,0.3782
TMT,Trombetas Airport,BR,BR-PA,OriximinÃ¡,medium,-56.3968,-1.4896
TMU,Tambor Airport,CR,CR-P,Nicoya,small,-85.0138,9.7385
TMW,Tamworth Airport,AU,AU-NSW,Tamworth,medium,150.847,-31.0839
TMX,Timimoun Airport,DZ,DZ-01,Timimoun,medium,0.276,29.2371
TMY,Tiom Airport,ID,ID-PA,Tiom-Papua Island,small,138.4555,-3.9256
TMZ,Thames Aerodrome,NZ,NZ-WKO,,small,175.55,-37.1567
TNA,Yaoqiang Airport,CN,CN-37,Jinan,large,117.216,36.8572
TNB,Tanah Grogot Airport,ID,ID-KI,Tanah Grogot-Borneo Island,small,116.202,-1.9101
TNC,Tin City Long Range Radar Station Airport,US,US-AK,Tin City,small,-167.922,65.5631
TND,Alberto Delgado Airport,CU,CU-07,Trinidad,medium,-79.9972,21.7883
TNE,New Tanegashima Airport,JP,JP-46,Tanegashima,medium,130.991,30.6051
TNF,Toussus-le-Noble Airport,FR,FR-IDF,Toussus-le-Noble,medium,2.1062,48.7519
TNG,Ibn Batouta Airport,MA,MA-TNG,Tangier,medium,-5.9169,35.7269
TNH,Tonghua Sanyuanpu Airport,CN,CN-22,Tonghua,medium,125.7033,42.2539
TNI,Satna Airport,IN,IN-MP,,small,80.8549,24.5623
TNJ,Raja Haji Fisabilillah International Airport,ID,ID-RI,Tanjung Pinang-Bintan Island,small,104.532,0.9227
TNK,Tununak Airport,US,US-AK,Tununak,small,-165.272,60.5755
TNM,Teniente Rodolfo Marsh Martin Base,AQ,AQ-U-A,Isla Rey Jorge,small,-58.9867,-62.1908
TNN,Tainan Airport,TW,TW-TNN,Tainan City,medium,120.206,22.9504
TNO,Tamarindo Airport,CR,CR-G,Tamarindo,small,-85.8155,10.3135
TNP,Twentynine Palms Airport,US,US-CA,Twentynine Palms,small,-115.946,34.1316
TNQ,Washington Island Airstrip,KI,KI-L,Teraina,small,-160.3944,4.6984
TNR,Ivato Airport,MG,MG-T,Antananarivo,large,47.4788,-18.7969
TNS,Tungsten (Cantung) Airport,CA,CA-NT,Tungsten,small,-128.203,61.9569
TNT,Dade Collier Training and Transition Airport,US,US-FL,Miami,small,-80.897,25.8618
TNU,Newton Municipal Airport,US,US-IA,Newton,small,-93.0217,41.6744
TNV,Tabuaeran Island Airport,KI,KI-L,Tabuaeran Island,small,-159.389,3.8994
TNW,Jumandy Airport,EC,EC-N,Tena,medium,-77.5833,-1.0597
TNX,Stung Treng Airport,KH,KH-19,Stung Treng,medium,106.015,13.5319
TNZ,Tosontsengel Airport,MN,MN-057,Tosontsengel,small,98.2941,48.7389
TOA,Zamperini Field,US,US-CA,Torrance,small,-118.34,33.8034
TOB,Gamal Abdel Nasser Airport,LY,LY-BU,Tobruk,small,23.907,31.861
TOC,Toccoa Airport - R.G. Letourneau Field,US,US-GA,Toccoa,small,-83.2958,34.5938
TOD,Pulau Tioman Airport,MY,MY-06,Pulau Tioman,medium,104.16,2.8182
TOE,Tozeur Nefta International Airport,TN,TN-72,Tozeur,medium,8.1106,33.9397
TOF,Bogashevo Airport,RU,RU-TOM,Tomsk,medium,85.2083,56.3803
TOG,Togiak Airport,US,US-AK,Togiak Village,medium,-160.397,59.0528
TOH,Torres Airstrip,VU,VU-TOB,Loh/Linua,small,166.638,-13.328
TOI,Troy Municipal Airport at N Kenneth Campbell Field,US,US-AL,Troy,medium,-86.0121,31.8604
TOJ,Torrejón Airport,ES,ES-M,Madrid,medium,-3.4459,40.4967
TOK,Torokina Airport,PG,PG-NSB,Torokina,small,155.063,-6.2015
TOL,Toledo Express Airport,US,US-OH,Toledo,large,-83.8078,41.5868
TOM,Timbuktu Airport,ML,ML-7,Timbuktu,medium,-3.0076,16.7305
TON,Tonu Airport,PG,PG-NSB,Tonu,small,155.4326,-6.6552
TOO,San Vito De Java Airport,CR,CR-P,Coto Brus,medium,-82.9589,8.8261
TOP,Philip Billard Municipal Airport,US,US-KS,Topeka,medium,-95.6225,39.0687
TOQ,Barriles Airport,CL,CL-AN,Tocopilla,medium,-70.0629,-22.1411
TOR,Torrington Municipal Airport,US,US-WY,Torrington,small,-104.153,42.0645
TOS,Tromsø Airport,NO,NO-19,TromsÃ¸,large,18.9189,69.6833
TOT,Totness Airport,SR,SR-CR,Totness,small,-56.3275,5.8658
TOU,Touho Airport,NC,NC-U-A,Touho,medium,165.259,-20.79
TOV,Tortola West End Seaplane Base,VG,VG-U-A,Tortola,seaplane_base,-64.5833,18.45
TOW,Toledo Airport,BR,BR-PR,Toledo,small,-53.6975,-24.6863
TOX,Tobolsk Airport,RU,RU-TYU,Tobolsk,small,68.2319,58.1358
TOY,Toyama Airport,JP,JP-16,Toyama,medium,137.188,36.6483
TOZ,Mahana Airport,CI,CI-17,Touba,small,-7.674,8.2934
TPA,Tampa International Airport,US,US-FL,Tampa,large,-82.5332,27.9755
TPC,Tarapoa Airport,EC,EC-U,Tarapoa,medium,-76.3378,-0.123
TPE,Taiwan Taoyuan International Airport,TW,TW-TAO,Taipei,large,121.233,25.0777
TPF,Peter O Knight Airport,US,US-FL,Tampa,small,-82.4493,27.9156
TPG,Taiping (Tekah) Airport,MY,MY-08,Taiping,small,100.717,4.867
TPH,Tonopah Airport,US,US-NV,Tonopah,medium,-117.087,38.0602
TPI,Tapini Airport,PG,PG-CPM,Tapini,small,146.9892,-8.3567
TPJ,Taplejung Airport,NP,NP-ME,Taplejung,medium,87.6952,27.3509
