iata_code,name,iso_country,iso_region,municipality,type,lat,lon
TPK,Teuku Cut Ali Airport,ID,ID-AC,Tapak Tuan-Sumatra Island,small,97.2869,3.1707
TPL,Draughon Miller Central Texas Regional Airport,US,US-TX,Temple,medium,-97.4078,31.1525
TPN,Tiputini Airport,EC,EC-D,Tiputini,small,-75.5264,-0.7761
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,PE,PE-SAM,Tarapoto,medium,-76.3732,-6.5087
TPQ,Amado Nervo National Airport,MX,MX-NAY,Tepic,medium,-104.843,21.4195
TPR,Tom Price Airport,AU,AU-WA,Tom Price,small,117.869,-22.746
TPS,Vincenzo Florio Airport Trapani-Birgi,IT,IT-82,Trapani (TP),medium,12.488,37.9114
TPT,Tapeta Airport,LR,LR-NI,Tapeta,small,-8.873,6.4948
TPU,Tikapur Airport,NP,NP-SE,Tikapur,small,81.123,28.5219
TPX,Tupai Airport,PF,PF-U-A,Tupai Atoll,small,-151.8338,-16.2423
TQA,Tasiusaq (Qaasuitsup) Heliport,GL,GL-U-A,Upernavik,heliport,-56.0603,73.3731
TQD,Al Taqaddum Air Base,IQ,IQ-AN,Al Habbaniyah,medium,43.5971,33.3381
TQI,Tiniteqilaaq Heliport,GL,GL-U-A,Tiniteqilaaq,heliport,-37.7834,65.892
TQL,Tarko-Sale Airport,RU,RU-YAN,Tarko-Sale,small,77.8181,64.9308
TQN,Talolqan Airport,AF,AF-TAK,Taloqan,small,69.532,36.7707
TQP,Trepell Airport,AU,AU-QLD,Trepell,small,140.888,-21.835
TQQ,Maranggo Airport,ID,ID-SG,Waha-Tomea Island,small,123.917,-5.7646
TQR,San Domino Island Heliport,IT,IT-75,Tremiti Islands,heliport,15.4907,42.1178
TQS,Tres Esquinas Air Base,CO,CO-CAQ,Tres Esquinas,medium,-75.234,0.7459
TR7,Ottawa / Rockcliffe Seaplane Base,CA,CA-ON,Ottawa,seaplane_base,-75.6425,45.4638
TRA,Tarama Airport,JP,JP-47,Tarama,medium,124.675,24.6539
TRB,Gonzalo Mejía Airport,CO,CO-ANT,Turbo,small,-76.7415,8.0745
TRC,Francisco Sarabia International Airport,MX,MX-COA,TorreÃ³n,medium,-103.411,25.5683
TRD,Trondheim Airport Værnes,NO,NO-17,Trondheim,large,10.924,63.4578
TRE,Tiree Airport,GB,GB-SCT,Balemartine,medium,-6.8692,56.4992
TRF,"Sandefjord Airport, Torp",NO,NO-07,Torp,medium,10.2586,59.1867
TRG,Tauranga Airport,NZ,NZ-BOP,Tauranga,medium,176.196,-37.6719
TRH,Trona Airport,US,US-CA,Trona,small,-117.327,35.8125
TRI,Tri-Cities Regional TN/VA Airport,US,US-TN,Bristol/Johnson/Kingsport,large,-82.4074,36.4752
TRJ,Tarakbits Airport,PG,PG-WPD,Tarakbits,small,141.0421,-5.614
TRK,Juwata Airport,ID,ID-KU,Tarakan Island,medium,117.5694,3.3267
TRL,Terrell Municipal Airport,US,US-TX,Terrell,small,-96.2674,32.7092
TRM,Jacqueline Cochran Regional Airport,US,US-CA,Palm Springs,medium,-116.16,33.6267
TRN,Turin Airport,IT,IT-21,Torino,large,7.6496,45.2008
TRO,Taree Airport,AU,AU-NSW,Taree,medium,152.514,-31.8886
TRQ,Tarauacá Airport,BR,BR-AC,TarauacÃ¡,medium,-70.7833,-8.1553
TRR,China Bay Airport,LK,LK-5,Trincomalee,medium,81.1819,8.5385
TRS,Trieste–Friuli Venezia Giulia Airport,IT,IT-36,Trieste,medium,13.4722,45.8275
TRU,Capitan FAP Carlos Martinez De Pinillos International Airport,PE,PE-LAL,Trujillo,medium,-79.1088,-8.0814
TRV,Trivandrum International Airport,IN,IN-KL,Thiruvananthapuram,large,76.9201,8.4821
TRW,Bonriki International Airport,KI,KI-G,Tarawa,medium,173.147,1.3816
TRY,Tororo Airport,UG,UG-E,Tororo,small,34.167,0.683
TRZ,Tiruchirapally Civil Airport Airport,IN,IN-TN,Tiruchirappally,medium,78.7097,10.7654
TSA,Taipei Songshan Airport,TW,TW-TPE,Taipei City,medium,121.552,25.0694
TSB,Tsumeb Airport,,NA-OT,Tsumeb,medium,17.7325,-19.2619
TSC,Taisha Airport,EC,EC-S,Taisha,small,-77.5028,-2.3817
TSD,Tshipise Airport,ZA,ZA-NP,Tshipise,small,30.1756,-22.6193
TSE,Astana International Airport,KZ,KZ-AKM,Astana,large,71.4669,51.0222
TSF,Treviso-Sant'Angelo Airport,IT,IT-34,Treviso,large,12.1944,45.6484
TSG,Tanacross Airport,US,US-AK,Tanacross,small,-143.336,63.3744
TSH,Tshikapa Airport,CD,CD-KW,Tshikapa,small,20.7947,-6.4383
TSI,Tsile Tsile Airport,PG,PG-MPL,Tsile Tsile,small,146.3554,-6.8498
TSJ,Tsushima Airport,JP,JP-42,Tsushima,medium,129.331,34.2849
TSK,Taskul Airport,PG,PG-SAN,Taskul,closed,150.4553,-2.546
TSL,Tamuin Airport,MX,MX-SLP,,small,-98.8065,22.0383
TSM,Taos Regional Airport,US,US-NM,Taos,small,-105.672,36.4582
TSN,Tianjin Binhai International Airport,CN,CN-12,Tianjin,large,117.346,39.1244
TSP,Tehachapi Municipal Airport,US,US-CA,Tehachapi,small,-118.439,35.135
TSQ,Torres Airport,BR,BR-RS,Torres,small,-49.81,-29.4149
TSR,Timişoara Traian Vuia Airport,RO,RO-TM,TimiÅoara,medium,21.3379,45.8099
TSS,East 34th Street Heliport,US,US-NY,New York,heliport,-73.9721,40.7426
TST,Trang Airport,TH,TH-92,,medium,99.6166,7.5087
TSU,Tabiteuea South Airport,KI,KI-G,Tabiteuea South,small,175.064,-1.4744
TSV,Townsville Airport,AU,AU-QLD,Townsville,medium,146.765,-19.2525
TSW,Tsewi Airport,PG,PG-MPL,Tsewi,small,146.1272,-7.0695
TSX,Tanjung Santan Airport,ID,ID-KI,Santan-Borneo Island,small,117.453,-0.093
TSY,Cibeureum Airport,ID,ID-JB,Tasikmalaya-Java Island,small,108.246,-7.3466
TSZ,Tselserleg Airport,MN,MN-073,Tselserleg,small,101.4775,47.4654
TTA,Tan Tan Airport,MA,MA-TNT,Tan Tan,medium,-11.1613,28.4482
TTB,Tortolì Airport,IT,IT-88,Arbatax,medium,9.683,39.9188
TTC,Las Breas Airport,CL,CL-AN,Taltal,medium,-70.3759,-25.5643
TTD,Portland Troutdale Airport,US,US-OR,Portland,medium,-122.401,45.5494
TTE,Sultan Babullah Airport,ID,ID-MU,Sango-Ternate Island,medium,127.381,0.8314
TTG,General Enrique Mosconi Airport,AR,AR-A,Tartagal,medium,-63.7937,-22.6196
TTH,Thumrait Air Base,OM,OM-ZU,Thumrait,medium,54.0246,17.666
TTI,Tetiaroa Airport,PF,PF-U-A,Tetiaroa,small,-149.587,-17.0133
TTJ,Tottori Sand Dunes Conan Airport,JP,JP-31,Tottori,medium,134.167,35.5301
TTL,Turtle Island Seaplane Base,FJ,FJ-W,Nanuya Levu Island,seaplane_base,177.368,-16.966
TTN,Trenton Mercer Airport,US,US-NJ,Trenton,medium,-74.8135,40.2767
TTO,Britton Municipal Airport,US,US-SD,Britton,small,-97.7431,45.8152
TTQ,Aerotortuguero Airport,CR,CR-L,Roxana,medium,-83.6095,10.42
TTR,Pongtiku Airport,ID,ID-SN,Makale,small,119.822,-3.0447
TTS,Tsaratanana Airport,MG,MG-M,Tsaratanana,small,47.619,-16.7511
TTT,Taitung Airport,TW,TW-TTT,Taitung City,medium,121.102,22.755
TTU,Saniat R'mel Airport,MA,MA-TET,TÃ©touan,medium,-5.32,35.5943
TTW,Tissa Tank Waterdrome,LK,LK-3,Tissamaharama,seaplane_base,81.2906,6.2876
TTX,Truscott-Mungalalu Airport,AU,AU-WA,Anjo Peninsula,small,126.381,-14.0897
TUA,Teniente Coronel Luis a Mantilla Airport,EC,EC-C,TulcÃ¡n,medium,-77.7081,0.8095
TUB,Tubuai Airport,PF,PF-U-A,,medium,-149.524,-23.3654
TUC,Teniente Benjamin Matienzo Airport,AR,AR-T,San Miguel de TucumÃ¡n,medium,-65.1049,-26.8409
TUD,Tambacounda Airport,SN,SN-TC,Tambacounda,medium,-13.6531,13.7368
TUE,Tupile Airport,PA,PA-KY,Isla Tupile,small,-78.5757,9.4468
TUF,Tours-Val-de-Loire Airport,FR,FR-CVL,Tours/Val de Loire (Loire Valley),medium,0.7276,47.4322
TUG,Tuguegarao Airport,PH,PH-CAG,Tuguegarao City,medium,121.7332,17.6434
TUH,Arnold Air Force Base,US,US-TN,Tullahoma,small,-86.0858,35.3926
TUI,Turaif Domestic Airport,SA,SA-08,Turaif,medium,38.7315,31.6922
TUJ,Tum Airport,ET,ET-SN,Tum,small,35.5184,6.26
TUK,Turbat International Airport,PK,PK-BA,Turbat,medium,63.0302,25.9864
TUL,Tulsa International Airport,US,US-OK,Tulsa,large,-95.8881,36.1984
TUM,Tumut Airport,AU,AU-NSW,,medium,148.241,-35.2628
TUN,Tunis Carthage International Airport,TN,TN-11,Tunis,large,10.2272,36.851
TUO,Taupo Airport,NZ,NZ-WKO,Taupo,medium,176.084,-38.7397
TUP,Tupelo Regional Airport,US,US-MS,Tupelo,medium,-88.7699,34.2681
TUQ,Tougan Airport,BF,BF-SOR,Tougan,small,-3.067,13.067
TUR,Tucuruí Airport,BR,BR-PA,TucuruÃ­,medium,-49.7203,-3.786
TUS,Tucson International Airport / Morris Air National Guard Base,US,US-AZ,Tucson,large,-110.9381,32.115
TUT,Tauta Airport,PG,PG-MPM,Tauta,closed,145.9341,-5.8335
TUU,Tabuk Airport,SA,SA-07,Tabuk,medium,36.6189,28.3654
TUV,Tucupita Airport,VE,VE-Y,Tucupita,medium,-62.0942,9.089
TUX,Tumbler Ridge Airport,CA,CA-BC,Tumbler Ridge,small,-120.935,55.025
TUY,Tulum Naval Air Station,MX,MX-ROO,Tulum,small,-87.4382,20.2273
TUZ,Tucumã Airport,BR,BR-PA,TucumÃ£,closed,-51.1478,-6.7488
TVA,Morafenobe Airport,MG,MG-M,Morafenobe,small,44.9205,-17.8501
TVC,Cherry Capital Airport,US,US-MI,Traverse City,medium,-85.5822,44.7414
TVF,Thief River Falls Regional Airport,US,US-MN,Thief River Falls,small,-96.185,48.0657
TVI,Thomasville Regional Airport,US,US-GA,Thomasville,small,-83.8813,30.9016
TVL,Lake Tahoe Airport,US,US-CA,South Lake Tahoe,medium,-119.995,38.8939
TVS,Tangshan Sannühe Airport,CN,CN-13,Tangshan,small,118.0026,39.7178
TVU,Matei Airport,FJ,FJ-N,Matei,small,-179.877,-16.6906
TVY,Dawei Airport,MM,MM-05,Dawei,medium,98.2036,14.1039
TWA,Twin Hills Airport,US,US-AK,Twin Hills,small,-160.273,59.0756
TWB,Toowoomba Airport,AU,AU-QLD,Toowoomba,small,151.916,-27.5428
TWD,Jefferson County International Airport,US,US-WA,Port Townsend,small,-122.811,48.0538
TWE,Taylor Airport,US,US-AK,Taylor,small,-164.799,65.6793
TWF,Joslin Field Magic Valley Regional Airport,US,US-ID,Twin Falls,medium,-114.488,42.4818
TWH,Two Harbors Amphibious Terminal,US,US-CA,Two Harbors,seaplane_base,-118.5086,33.4322
TWP,Torwood Airport,AU,AU-QLD,Torwood,small,143.75,-17.3633
TWT,Sanga Sanga Airport,PH,PH-TAW,,medium,119.743,5.047
TWU,Tawau Airport,MY,MY-12,Tawau,medium,118.128,4.3202
TWY,Tawa Airport,PG,PG-MPL,Tawa,small,146.1067,-7.4463
TWZ,Pukaki Airport,NZ,NZ-CAN,Twitzel,medium,170.118,-44.235
TXE,Rembele Airport,ID,ID-AC,Takengon,medium,96.8494,4.7208
TXF,9 de Maio - Teixeira de Freitas Airport,BR,BR-BA,Teixeira De Freitas,small,-39.6685,-17.5245
TXG,Taichung Airport,TW,TW-TXG,Taichung City,closed,120.654,24.1863
TXK,Texarkana Regional Webb Field,US,US-AR,Texarkana,medium,-93.991,33.4537
TXL,Berlin-Tegel Airport,DE,DE-BE,Berlin,large,13.2877,52.5597
TXM,Teminabuan Airport,ID,ID-PB,Atinjoe-Papua Island,small,132.021,-1.4447
TXN,Tunxi International Airport,CN,CN-34,Huangshan,medium,118.256,29.7333
TXR,Tanbar Airport,AU,AU-QLD,Tanbar Station,small,141.928,-25.8478
TXU,Tabou Airport,CI,CI-09,Tabou,small,-7.3627,4.4378
TYA,Klokovo Airfield,RU,RU-TUL,Tula,small,37.6,54.239
TYB,Tibooburra Airport,AU,AU-NSW,,medium,142.058,-29.4511
TYD,Tynda Airport,RU,RU-AMU,Tynda,small,124.779,55.2842
TYE,Tyonek Airport,US,US-AK,Tyonek,small,-151.138,61.0767
TYF,Torsby Airport,SE,SE-S,,medium,12.9913,60.1576
TYG,Thylungra Airport,AU,AU-QLD,,small,143.467,-26.0833
TYL,Capitan Montes Airport,PE,PE-PIU,Talara,medium,-81.2541,-4.5766
TYM,Staniel Cay Airport,BS,BS-EX,,medium,-76.4391,24.1691
TYN,Taiyuan Wusu Airport,CN,CN-14,Taiyuan,large,112.628,37.7469
TYP,Tobermorey Airport,AU,AU-NT,Tobermorey,small,137.953,-22.2558
TYR,Tyler Pounds Regional Airport,US,US-TX,Tyler,medium,-95.4024,32.3541
TYS,McGhee Tyson Airport,US,US-TN,Knoxville,large,-83.994,35.811
TYT,Treinta y Tres Airport,UY,UY-TT,Treinta y Tres,small,-54.3472,-33.1957
TYZ,Taylor Airport,US,US-AZ,Taylor,small,-110.115,34.4528
TZA,Belize City Municipal Airport,BZ,BZ-BZ,Belize City,medium,-88.1944,17.5164
TZC,Tuscola Area Airport,US,US-MI,Caro,small,-83.4455,43.4588
TZL,Tuzla International Airport,BA,BA-BIH,Tuzla,medium,18.7248,44.4587
TZM,Cupul Airport,MX,MX-YUC,Tizimin,small,-88.1729,21.1557
TZN,Congo Town Airport,BS,BS-KB,Andros,medium,-77.5898,24.1587
TZO,Tsimiroro Airport,MG,MG-U,Ankisatra,small,45.0156,-18.3451
TZR,Taszár Air Base,HU,HU-SO,TaszÃ¡r,medium,17.9175,46.3931
TZX,Trabzon International Airport,TR,TR-61,Trabzon,large,39.7897,40.9951
UAB,İncirlik Air Base,TR,TR-01,Adana,medium,35.4259,37.0021
UAC,San Luis Río Colorado Airport,MX,MX-SON,San Luis RÃ­o Colorado,small,-114.798,32.4453
UAE,Mount Aue Airport,PG,PG-JI,,small,144.6647,-6.2342
UAH,Ua Huka Airport,PF,PF-U-A,Ua Huka,small,-139.552,-8.9361
UAI,Suai Airport,TL,TL-CO,Suai,medium,125.287,-9.3033
UAK,Narsarsuaq Airport,GL,GL-U-A,Narsarsuaq,medium,-45.426,61.1605
UAL,Luau Airport,AO,AO-MOX,Luau,small,22.2311,-10.7158
UAM,Andersen Air Force Base,GU,GU-U-A,"Yigo, Mariana Island",medium,144.93,13.584
UAP,Ua Pou Airport,PF,PF-U-A,Ua Pou,small,-140.078,-9.3517
UAQ,Domingo Faustino Sarmiento Airport,AR,AR-J,San Juan,medium,-68.4182,-31.5715
UAR,Bouarfa Airport,MA,MA-FIG,Bouarfa,medium,-1.9831,32.5143
UAS,Buffalo Spring,KE,KE-700,Samburu,small,37.5342,0.5306
UAX,Uaxactun Airport,GT,GT-PE,Uaxactun,small,-89.6327,17.3939
UBA,Mário de Almeida Franco Airport,BR,BR-MG,Uberaba,medium,-47.9661,-19.7647
UBB,Mabuiag Island Airport,AU,AU-QLD,Mabuiag Island,small,142.183,-9.95
UBI,Buin Airport,PG,PG-NSB,Buin,small,155.6833,-6.7292
UBJ,Yamaguchi Ube Airport,JP,JP-35,Ube,medium,131.279,33.93
UBN,Ulaanbaatar International Airport,MN,MN-047,Ulaanbaatar,large,106.8198,47.6469
UBP,Ubon Ratchathani Airport,TH,TH-34,Ubon Ratchathani,medium,104.87,15.2513
UBR,Ubrub Airport,ID,ID-PA,Ubrub-Papua Island,small,140.8838,-3.6756
UBS,Columbus Lowndes County Airport,US,US-MS,Columbus,small,-88.3803,33.4654
UBT,Ubatuba Airport,BR,BR-SP,Ubatuba,small,-45.0756,-23.4411
UBU,Kalumburu Airport,AU,AU-WA,,small,126.632,-14.2883
UCB,Ulanqab Jining Airport,CN,CN-15,Ulanqab,medium,113.1081,41.1297
UCC,Yucca Airstrip,US,US-NV,Mercury,small,-116.038,36.9458
UCE,Eunice Airport,US,US-LA,Eunice,small,-92.4238,30.4663
UCK,Lutsk Airport,UA,UA-07,Lutsk,small,25.4872,50.6784
UCN,Buchanan Airport,LR,LR-GB,Buchanan,small,-10.0583,5.9042
UCT,Ukhta Airport,RU,RU-KO,Ukhta,medium,53.8047,63.5669
UCY,Everett-Stewart Regional Airport,US,US-TN,Union City,small,-88.9854,36.3818
UCZ,Uchiza Airport,PE,PE-HUC,Uchiza,small,-76.35,-8.467
UDA,Undara Airport,AU,AU-QLD,,small,144.6,-18.2
UDD,Bermuda Dunes Airport,US,US-CA,Palm Springs,small,-116.275,33.7484
UDI,Ten. Cel. Aviador César Bombonato Airport,BR,BR-MG,UberlÃ¢ndia,medium,-48.2253,-18.8836
UDJ,Uzhhorod International Airport,UA,UA-21,Uzhhorod,medium,22.2634,48.6343
UDN,Udine-Campoformido Air Base,IT,IT-36,Udine,small,13.1868,46.0322
UDR,Maharana Pratap Airport,IN,IN-RJ,Udaipur,medium,73.8961,24.6177
UEE,Queenstown Airport,AU,AU-TAS,,small,145.532,-42.075
UEL,Quelimane Airport,MZ,MZ-Q,Quelimane,medium,36.8691,-17.8555
UEN,Urengoy Airport,RU,RU-YAN,Urengoy,small,78.437,65.96
UEO,Kumejima Airport,JP,JP-47,,medium,126.714,26.3635
UES,Waukesha County Airport,US,US-WI,Waukesha,small,-88.2371,43.041
UET,Quetta International Airport,PK,PK-BA,Quetta,medium,66.9378,30.2514
UFA,Ufa International Airport,RU,RU-BA,Ufa,large,55.8744,54.5575
UGA,Bulgan Airport,MN,MN-067,Bulgan,medium,103.476,48.855
UGB,Ugashik Bay Airport,US,US-AK,Pilot Point,small,-157.74,57.4254
UGC,Urgench Airport,UZ,UZ-XO,Urgench,medium,60.6417,41.5843
UGI,San Juan /Uganik/ Seaplane Base,US,US-AK,San Juan,seaplane_base,-153.321,57.7304
UGN,Waukegan National Airport,US,US-IL,Chicago/Waukegan,small,-87.8679,42.4222
UGO,Uige Airport,AO,AO-UIG,Uige,medium,15.0278,-7.6031
UGS,Ugashik Airport,US,US-AK,Ugashik,small,-157.399,57.5279
UGT,Bulagtai Resort Airport,MN,MN-053,Umnugobitour,small,104.115,43.7493
UGU,Bilogai-Sugapa Airport,ID,ID-PA,Sugapa-Papua Island,medium,137.032,-3.7396
UHE,Kunovice Airport,CZ,CZ-ZL,UherskÃ© HradiÅ¡tÄ,medium,17.4397,49.0294
UHF,RAF Upper Heyford,GB,GB-ENG,Upper Heyford,closed,-1.2489,51.9375
UIB,El Caraño Airport,CO,CO-CHO,QuibdÃ³,medium,-76.6412,5.6908
UIH,Phu Cat Airport,VN,VN-31,Quy Nohn,medium,109.042,13.955
UII,Utila Airport,HN,HN-IB,Utila Island,small,-86.8803,16.1131
UIK,Ust-Ilimsk Airport,RU,RU-IRK,Ust-Ilimsk,small,102.565,58.1361
UIL,Quillayute Airport,US,US-WA,Quillayute,small,-124.563,47.9366
UIN,Quincy Regional Baldwin Field,US,US-IL,Quincy,medium,-91.1946,39.9427
UIO,Mariscal Sucre International Airport,EC,EC-P,Quito,large,-78.3575,-0.1292
UIP,Quimper-Cornouaille Airport,FR,FR-BRE,Quimper/Pluguffan,medium,-4.1678,47.975
UIQ,Quion Hill Airport,VU,VU-SEE,Quion Hill,small,168.442,-17.54
UIR,Quirindi Airport,AU,AU-NSW,,small,150.514,-31.4906
UIT,Jaluit Airport,MH,MH-JAL,Jabor Jaluit Atoll,small,169.637,5.9092
UIZ,Berz-Macomb Airport,US,US-MI,,closed,-82.9654,42.6639
UJE,Ujae Atoll Airport,MH,MH-UJA,Ujae Atoll,small,165.762,8.9281
UJN,Uljin Airport,KR,KR-47,"Bongsan-ri, Uljin",small,129.4619,36.777
UKA,Ukunda Airstrip,KE,KE-300,Ukunda,small,39.5711,-4.2933
UKB,Kobe Airport,JP,JP-28,Kobe,medium,135.224,34.6328
UKG,Ust-Kuyga Airport,RU,RU-SA,Ust-Kuyga,small,135.645,70.011
UKH,Mukhaizna Airport,OM,OM-WU,Mukhaizna Oil Field,small,56.4014,19.3864
UKI,Ukiah Municipal Airport,US,US-CA,Ukiah,medium,-123.201,39.126
UKK,Ust-Kamennogorsk Airport,KZ,KZ-VOS,Ust Kamenogorsk,medium,82.4942,50.0366
UKN,Waukon Municipal Airport,US,US-IA,Waukon,small,-91.4695,43.2805
UKR,Mukeiras Airport,YE,YE-BA,Mukayras,small,45.657,13.9368
UKS,Belbek Airport,UA,UA-43,Sevastopol,medium,33.571,44.689
UKT,Quakertown Airport,US,US-PA,Quakertown,small,-75.3819,40.4352
UKU,Nuku Airport,PG,PG-SAN,Nuku,small,142.4843,-3.6767
UKX,Ust-Kut Airport,RU,RU-IRK,Ust-Kut,medium,105.73,56.8567
ULA,Capitan D Daniel Vazquez Airport,AR,AR-Z,San Julian,medium,-67.8026,-49.3068
ULB,Uléi Airport,VU,VU-MAP,Ambryn Island,small,168.3011,-16.3297
ULC,Los Cerrillos Airport,CL,CL-RM,Santiago,closed,-70.6978,-33.4936
ULD,Prince Mangosuthu Buthelezi Airport,ZA,ZA-NL,Ulundi,medium,31.4165,-28.3206
ULE,Sule Airport,PG,PG-WBK,Sule,small,151.297,-4.9747
ULG,Ulgii Mongolei Airport,MN,MN-071,,small,89.9225,48.9933
ULH,Majeed Bin Abdulaziz Airport,SA,SA-03,Al Ula,medium,38.1289,26.48
ULI,Ulithi Airport,FM,FM-YAP,Falalop Island,small,139.79,10.0198
ULK,Lensk Airport,RU,RU-SA,Lensk,medium,114.826,60.7206
ULM,New Ulm Municipal Airport,US,US-MN,New Ulm,small,-94.5023,44.3196
ULN,Buyant-Ukhaa International Airport,MN,MN-1,Ulan Bator,large,106.767,47.8431
ULO,Ulaangom Airport,MN,MN-046,Ulaangom,small,91.9383,50.0666
ULP,Quilpie Airport,AU,AU-QLD,,medium,144.253,-26.6122
ULQ,Heriberto Gíl Martínez Airport,CO,CO-VAC,TuluÃ¡,medium,-76.2351,4.0884
ULU,Gulu Airport,UG,UG-N,Gulu,medium,32.2718,2.8056
ULV,Ulyanovsk Baratayevka Airport,RU,RU-ULY,Ulyanovsk,medium,48.2267,54.2683
ULX,Ulusaba Airport,ZA,ZA-NP,Ulusaba,small,31.3549,-24.7854
ULY,Ulyanovsk East Airport,RU,RU-ULY,Ulyanovsk,medium,48.8027,54.401
ULZ,Donoi Airport,MN,MN-057,Uliastai,small,96.5258,47.7093
UMA,Punta de Maisi Airport,CU,CU-14,Maisi,small,-74.1505,20.2506
UMC,Umba Airport,PG,PG-MPL,Umba,small,145.966,-7.0214
UMD,Uummannaq Heliport,GL,GL-U-A,Uummannaq,heliport,-52.1116,70.6804
UME,Umeå Airport,SE,SE-AC,UmeÃ¥,medium,20.2828,63.7918
UMI,Quince Air Base,PE,PE-CUS,Quince Mil,small,-70.7533,-13.2333
UMM,Summit Airport,US,US-AK,Summit,small,-149.127,63.3315
UMR,Woomera Airfield,AU,AU-SA,Woomera,small,136.817,-31.1442
UMS,Ust-Maya Airport,RU,RU-SA,Ust-Maya,small,134.435,60.357
UMT,Umiat Airport,US,US-AK,Umiat,small,-152.136,69.3711
UMU,Umuarama Airport,BR,BR-PR,Umuarama,small,-53.3138,-23.7987
UMY,Sumy Airport,UA,UA-59,Sumy,small,34.7625,50.8583
UNA,Hotel Transamérica Airport,BR,BR-BA,Una,small,-38.999,-15.3552
UNC,Unguia Airport,CO,CO-CHO,Arquia,small,-77.0833,8.0333
UND,Konduz Airport,AF,AF-KDZ,,medium,68.9108,36.6651
UNE,Qacha's Nek Airport,LS,LS-H,Qacha's Nek,small,28.6719,-30.1117
UNG,Kiunga Airport,PG,PG-WPD,Kiunga,small,141.282,-6.1257
UNI,Union Island International Airport,VC,VC-06,Union Island,medium,-61.4119,12.6001
UNK,Unalakleet Airport,US,US-AK,Unalakleet,small,-160.799,63.8884
UNN,Ranong Airport,TH,TH-85,,medium,98.5855,9.7776
UNR,Öndörkhaan Airport,MN,MN-039,ÃndÃ¶rkhaan,small,110.6092,47.3049
UNT,Unst Airport,GB,GB-SCT,Shetland Islands,small,-0.8539,60.7472
UNU,Dodge County Airport,US,US-WI,Juneau,small,-88.7032,43.4266
UOA,Mururoa Atoll Airport,PF,PF-U-A,Mururoa Atoll,small,-138.8202,-21.8586
UOL,Buol Airport,ID,ID-ST,Buol-Celebes Island,small,121.4141,1.1027
UOS,Franklin County Airport,US,US-TN,Sewanee,small,-85.8981,35.2051
UOX,University Oxford Airport,US,US-MS,Oxford,medium,-89.5368,34.3843
UPB,Playa Baracoa Airport,CU,CU-02,Havana,medium,-82.5794,23.0328
UPG,Hasanuddin International Airport,ID,ID-SN,Ujung Pandang-Celebes Island,large,119.554,-5.0616
UPL,Upala Airport,CR,CR-A,Upala,medium,-85.0162,10.8922
UPN,Licenciado y General Ignacio Lopez Rayon Airport,MX,MX-MIC,,medium,-102.039,19.3967
UPP,Upolu Airport,US,US-HI,Hawi,medium,-155.86,20.2653
UPR,Upiara Airport,PG,PG-WPD,Upiara,small,142.6503,-8.5411
UPV,Upavon Aerodrome,GB,GB-ENG,Upavon,small,-1.782,51.2862
URA,Uralsk Airport,KZ,KZ-ZAP,Uralsk,medium,51.5431,51.1508
URB,Urubupunga Airport,BR,BR-SP,Castilho,closed,-51.5648,-20.7771
URC,Ürümqi Diwopu International Airport,CN,CN-65,ÃrÃ¼mqi,large,87.4742,43.9071
URD,Burg Feuerstein Airport,DE,DE-BY,Ebermannstadt,small,11.1336,49.7942
URE,Kuressaare Airport,EE,EE-74,Kuressaare,medium,22.5095,58.2299
URG,Rubem Berta Airport,BR,BR-RS,Uruguaiana,medium,-57.0382,-29.7822
URI,Uribe Airport,CO,CO-MET,Uribe,small,-74.4,3.2167
URJ,Uray Airport,RU,RU-KHM,Uray,medium,64.8267,60.1033
URM,Uriman Airport,VE,VE-F,,small,-62.7667,5.3333
URN,Urgun Airport,AF,AF-PKA,Urgun,small,69.1563,32.9318
URO,Rouen Airport,FR,FR-NOR,Rouen/VallÃ©e de Seine,medium,1.1748,49.3842
URR,Urrao Airport,CO,CO-ANT,Urrao,small,-76.1425,6.3288
URS,Kursk East Airport,RU,RU-KRS,Kursk,medium,36.2956,51.7506
URT,Surat Thani Airport,TH,TH-84,Surat Thani,medium,99.1356,9.1326
URU,Uroubi Airport,PG,PG-NPP,Uroubi,small,148.5591,-9.5162
URY,Gurayat Domestic Airport,SA,SA-08,Gurayat,medium,37.2789,31.4124
URZ,Orūzgān Airport,AF,AF-ORU,OrÅ«zgÄn,small,66.6309,32.903
USA,Concord-Padgett Regional Airport,US,US-NC,Concord,small,-80.7091,35.3878
USH,Malvinas Argentinas Airport,AR,AR-V,Ushuahia,medium,-68.2958,-54.8433
USI,Mabaruma Airport,GY,GY-BA,Mabaruma,small,-59.7833,8.2
USJ,Usharal Airport,KZ,KZ-ALM,Usharal,small,80.8309,46.1908
USK,Usinsk Airport,RU,RU-KO,Usinsk,medium,57.3672,66.0047
USL,Useless Loop Airport,AU,AU-WA,,small,113.4,-26.1667
USM,Samui Airport,TH,TH-80,Na Thon (Ko Samui Island),medium,100.062,9.5478
USN,Ulsan Airport,KR,KR-31,Ulsan,medium,129.352,35.5935
USO,Usino Airport,PG,PG-MPM,Usino,closed,145.371,-5.5276
USQ,Uşak Airport,TR,TR-64,UÅak,small,29.4717,38.6815
USR,Ust-Nera Airport,RU,RU-SA,Ust-Nera,medium,143.115,64.55
